Temperature ,Apparent Temperature,Humidity,Wind Speed ,Wind Bearing ,Visibility ,Pressure ,Precip Type
-1.111111111,-1.111111111,1.0,4.7495,159,0.483,1030.0,1
20.1,20.1,0.72,2.9785,285,15.8263,1015.27,0
7.738888889,5.261111111,0.9,14.1197,130,9.7566,1023.99,0
21.13888889,21.13888889,0.48,9.9176,179,10.2557,1017.07,0
19.92777778,19.92777778,0.61,2.254,116,9.982,1017.63,0
9.466666667,8.761111111,0.93,6.44,10,6.2951,1027.05,0
5.538888889,5.538888889,0.93,0.0,0,0.7567,1020.79,0
3.266666667,-0.716666667,0.61,17.2109,26,15.1501,1021.11,0
11.66666667,11.66666667,0.71,5.7638,143,15.1501,1019.81,0
24.75555556,24.75555556,0.69,7.2128,329,10.3523,1015.01,0
9.422222222,9.422222222,0.89,3.0751,30,15.6492,1025.31,0
15.07777778,15.07777778,0.89,3.4293,343,16.1,1019.54,0
27.75555556,27.66111111,0.43,1.3041,50,16.1,1012.21,0
15.06666667,15.06666667,0.58,11.3827,310,9.982,1023.74,0
3.994444444,2.016666667,0.99,7.8246,169,4.83,1029.4,0
3.916666667,1.4,0.88,9.9176,339,16.1,1017.67,0
11.12222222,11.12222222,0.61,8.5169,339,10.0303,1015.1,0
22.13333333,22.13333333,0.56,6.1502,120,16.1,1019.29,0
7.055555556,6.05,0.92,6.1663,235,9.9015,1005.25,0
12.91666667,12.91666667,0.66,6.7137,153,15.8263,1013.24,0
4.977777778,1.438888889,0.82,17.066,270,16.1,1014.13,0
21.13333333,21.13333333,0.71,7.889,123,11.3988,1000.8,0
13.68888889,13.68888889,0.93,4.8944,341,9.982,1019.7,0
2.244444444,2.244444444,0.67,4.2182,199,11.2056,1031.69,0
32.82777778,32.98333333,0.37,8.5491,163,9.982,1015.38,0
9.972222222,9.116666667,0.83,7.3738,29,9.6761,1023.15,0
17.27222222,17.27222222,0.84,1.5778,257,15.1501,1017.96,0
8.388888889,7.977777778,0.93,4.8783,240,8.2593,1013.87,0
15.02222222,15.02222222,0.93,2.9946,155,11.9784,1012.7,0
9.927777778,6.644444444,0.32,27.9013,340,9.982,1015.91,0
2.216666667,-0.877777778,0.72,10.9802,291,11.2056,1007.22,0
-7.777777778,-11.87222222,0.56,8.05,10,9.982,1026.8,1
12.02222222,12.02222222,0.83,6.7942,198,14.7959,1011.94,0
27.01666667,27.28333333,0.48,11.0768,330,15.8263,1013.4,0
11.89444444,11.89444444,0.73,4.5241,169,9.8532,1015.1,0
16.06666667,16.06666667,0.87,10.9319,329,5.0876,1012.65,0
28.00555556,28.4,0.49,7.4382,233,10.3523,1015.84,0
2.15,-1.538888889,0.92,13.8621,149,8.0017,1010.16,0
3.888888889,3.888888889,0.92,0.0,0,2.576,0.0,0
21.11111111,21.11111111,0.3,9.66,200,9.982,1016.5,0
1.127777778,-2.95,0.93,14.6832,0,4.3953,1030.64,0
28.57777778,27.67222222,0.32,6.4561,15,10.3523,1019.76,0
15.0,15.0,0.62,4.83,160,9.982,1014.1,0
0.527777778,-3.644444444,0.74,14.4578,282,14.168,1002.96,0
17.77777778,17.77777778,0.6,16.1,290,11.27,1017.4,0
32.13333333,31.45,0.34,8.6618,356,10.3684,1016.15,0
23.66666667,23.66666667,0.42,12.6063,240,15.3111,1012.53,0
26.16111111,26.16111111,0.53,12.7834,11,16.1,1014.96,0
15.8,15.8,0.68,8.05,130,16.1,1021.03,0
17.60555556,17.60555556,0.75,3.2683,135,10.5777,1016.0,0
17.13888889,17.13888889,0.81,7.5026,130,9.982,1019.55,0
2.666666667,-1.85,0.76,19.9157,290,9.982,1003.1,0
18.86666667,18.86666667,0.73,27.5954,140,11.2056,1003.5,0
11.20555556,11.20555556,0.92,17.2109,261,9.982,1015.72,0
0.0,-3.177777778,0.85,9.5634,152,9.982,1009.86,1
22.8,22.8,0.48,12.5902,264,9.982,1020.02,0
20.97222222,20.97222222,1.0,6.44,20,4.0733,1012.38,0
32.22222222,31.46111111,0.33,14.49,190,9.982,1014.7,0
21.05,21.05,0.78,11.5115,270,9.982,1010.19,0
-12.88333333,-17.82777778,0.72,7.9695,9,4.4275,1029.87,1
-4.494444444,-7.188888889,0.88,6.0375,120,7.9695,1026.85,1
5.0,5.0,0.53,3.22,130,11.27,1019.6,0
18.77222222,18.77222222,0.33,9.0643,37,9.982,1023.96,0
14.13888889,14.13888889,0.72,3.5259,304,10.3523,1011.84,0
10.46111111,10.46111111,1.0,3.22,20,15.8263,1020.45,0
17.15555556,17.15555556,0.87,6.44,20,15.8263,1014.24,0
9.911111111,8.277777778,0.89,11.6242,172,14.9569,1005.47,0
8.288888889,3.216666667,0.52,49.0567,287,11.4471,1009.41,0
16.65555556,16.65555556,0.81,3.3649,351,15.8263,1012.33,0
12.82222222,12.82222222,0.63,14.2968,201,11.27,1025.38,0
19.00555556,19.00555556,0.55,4.8139,9,11.2056,1011.7,0
6.972222222,3.75,0.88,18.4184,318,9.8371,1020.83,0
26.13333333,26.13333333,0.42,12.6224,351,16.1,1021.14,0
26.06111111,26.06111111,0.49,16.2932,309,11.27,1016.23,0
-2.194444444,-5.233333333,0.96,7.8085,180,10.2074,1029.69,1
12.77777778,12.77777778,0.69,22.54,170,9.982,998.0,0
18.72222222,18.72222222,0.74,22.7332,328,11.0768,1008.38,0
8.838888889,6.544444444,0.93,14.6188,31,10.0464,1007.68,0
2.25,-0.922222222,0.79,11.3827,119,6.118,1037.47,0
4.816666667,2.005555556,0.83,12.2521,119,9.9015,1021.61,0
13.68333333,13.68333333,0.9,8.05,140,16.0517,1019.81,0
-1.444444444,-5.411111111,0.92,11.5115,54,5.5062,1009.43,1
10.09444444,10.09444444,0.86,14.007,160,8.1949,1008.39,0
17.08333333,17.08333333,0.88,9.2253,311,10.9802,1017.27,0
1.205555556,-1.655555556,0.78,9.2253,189,4.9266,1031.49,0
13.83888889,13.83888889,0.59,13.1537,14,11.3988,1022.63,0
19.88333333,19.88333333,0.49,21.8155,351,16.1,1015.9,0
17.52777778,17.52777778,0.54,12.8639,130,15.3111,1013.57,0
14.35555556,14.35555556,0.88,14.329,160,15.7297,1018.76,0
8.216666667,6.5,0.73,10.0947,271,14.9569,1015.58,0
19.11111111,19.11111111,0.57,1.449,62,10.3523,1017.06,0
5.105555556,2.972222222,0.93,9.2414,167,1.6744,1008.18,0
-5.144444444,-5.144444444,0.86,1.0948,54,1.9159,1037.31,1
-1.561111111,-4.133333333,0.93,6.8264,167,9.9015,1021.84,1
14.88333333,14.88333333,0.88,14.0231,290,9.982,1004.74,0
22.87777778,22.87777778,0.68,6.2146,337,15.4399,1021.6,0
14.86111111,14.86111111,0.7,6.2951,300,16.1,1020.82,0
13.26666667,13.26666667,0.79,1.9803,357,10.2235,1005.29,0
2.177777778,0.022222222,0.85,7.3899,30,5.0393,1016.42,0
23.96666667,23.96666667,0.49,2.9302,147,15.5526,1020.99,0
10.07222222,10.07222222,0.86,12.397,129,10.2557,1009.69,0
9.966666667,9.966666667,0.84,3.3649,230,15.1823,1027.37,0
2.777777778,-1.4,0.96,17.71,140,4.025,1012.6,0
15.17777778,15.17777778,0.61,21.7833,154,15.8263,1014.52,2
5.0,5.0,0.93,3.22,150,6.118,1018.0,0
17.15555556,17.15555556,0.58,20.608,311,10.0464,1019.4,0
5.994444444,3.144444444,0.8,14.007,180,8.05,1011.82,0
-0.05,-3.211111111,0.51,9.4668,288,0.0,0.0,1
4.905555556,4.905555556,0.96,3.22,110,0.322,1024.71,0
8.866666667,7.427777778,0.9,9.2575,223,14.9569,1015.36,0
21.16111111,21.16111111,0.59,2.4311,245,11.2056,1015.02,0
17.55,17.55,0.96,6.2951,23,14.9569,1019.86,0
-2.711111111,-2.711111111,1.0,1.4973,214,1.5617,1019.54,1
26.11111111,26.11111111,0.78,4.6368,42,9.982,1013.49,0
12.90555556,12.90555556,0.93,5.0071,284,10.2235,1019.45,0
29.90555556,29.02222222,0.34,4.4758,247,11.27,1007.68,0
12.03888889,12.03888889,0.72,23.023,160,10.2557,1007.32,0
-5.733333333,-5.733333333,0.99,3.6869,35,3.5098,1025.42,1
28.83333333,28.22777778,0.37,11.8979,223,14.7637,1013.44,0
5.0,1.377777778,0.93,17.71,290,4.508,1007.5,0
13.96111111,13.96111111,0.67,25.0194,318,11.27,1018.26,0
-1.255555556,-5.705555556,0.75,13.8299,329,16.1,1015.39,1
22.47222222,22.47222222,0.71,13.363,261,9.982,1010.12,0
-3.938888889,-3.938888889,0.88,3.22,90,7.8246,1033.08,1
8.933333333,7.45,0.71,9.5795,290,9.982,1014.81,0
23.56111111,23.56111111,0.56,4.1538,316,10.3523,1020.77,0
18.74444444,18.74444444,0.79,9.2897,9,16.1,1021.72,0
21.18333333,21.18333333,0.81,16.583,96,11.27,1018.12,0
2.155555556,-2.077777778,0.85,17.0821,139,9.7566,1024.12,0
22.75555556,22.75555556,0.73,3.3327,162,9.982,1014.41,0
1.038888889,1.038888889,0.96,3.22,50,0.5313,1013.11,0
22.33888889,22.33888889,0.68,7.7441,171,9.982,1010.85,0
9.422222222,6.944444444,0.58,17.3236,299,15.8263,1010.23,0
-2.8,-6.872222222,0.96,10.8353,149,0.6279,1025.87,1
19.93333333,19.93333333,0.9,3.0912,290,16.1,1015.16,0
-1.522222222,-4.022222222,0.85,6.6493,271,9.982,1027.53,1
6.133333333,6.133333333,0.93,4.5724,19,0.161,1027.69,0
17.15,17.15,0.52,20.2055,280,15.8263,1016.04,0
6.05,6.05,0.73,3.22,260,6.2951,1033.29,0
6.111111111,3.238888889,0.82,14.3129,271,8.1305,1013.73,0
13.93888889,13.93888889,0.93,2.7853,190,3.8962,1012.24,0
18.79444444,18.79444444,0.85,1.61,350,15.6975,1015.14,0
27.8,27.92222222,0.46,6.923,44,11.2056,1010.64,0
26.11111111,26.11111111,0.39,9.66,90,9.982,1010.3,0
17.39444444,17.39444444,0.96,5.1037,345,8.4203,1017.93,0
12.22222222,12.22222222,0.8,24.6652,319,11.2056,1017.97,0
10.27777778,10.27777778,0.64,12.6546,271,9.982,1017.15,0
-2.238888889,-4.572222222,0.91,5.9731,30,7.7602,1028.87,1
9.422222222,7.8,0.96,10.8836,321,9.6761,1025.66,0
22.33333333,22.33333333,0.38,5.1198,183,9.982,1020.06,0
28.88888889,29.4,0.49,8.05,0,11.27,1007.6,0
7.111111111,4.488888889,0.86,14.168,281,7.9051,1018.64,0
17.73333333,17.73333333,0.82,3.1234,7,15.8263,1017.97,0
32.01666667,30.92222222,0.31,16.8084,342,10.3684,1016.73,0
12.91666667,12.91666667,0.95,9.2736,349,10.2557,1015.56,0
18.91111111,18.91111111,0.4,4.5563,34,9.982,1022.11,0
14.95,14.95,0.39,17.4041,201,9.982,1021.59,0
17.23333333,17.23333333,0.73,9.0482,230,14.9569,1014.54,0
23.40555556,23.40555556,0.74,1.8837,334,9.982,1017.27,0
19.23888889,19.23888889,0.62,14.168,21,15.8263,1020.85,0
1.3,-1.105555556,0.84,7.7119,200,11.1251,1020.77,0
15.11666667,15.11666667,0.89,2.8819,225,16.1,1007.42,0
32.89444444,34.99444444,0.46,13.6206,214,10.0464,1010.15,0
10.03333333,10.03333333,0.77,5.5867,329,15.3111,1017.52,0
30.95,30.28888889,0.36,4.8944,180,16.1,1016.71,0
27.17222222,27.39444444,0.47,15.8585,312,10.2557,1016.05,0
1.911111111,1.911111111,0.87,2.5438,279,0.0,1025.17,2
21.40555556,21.40555556,0.86,8.3237,113,10.3523,1011.86,0
23.55,23.55,0.66,10.8353,350,10.3523,1014.36,0
11.12777778,11.12777778,0.99,21.8316,312,8.2271,1017.07,0
17.89444444,17.89444444,0.4,9.0804,162,11.2056,1005.15,0
24.01111111,24.01111111,0.55,3.2361,184,11.3988,1004.33,0
12.73333333,12.73333333,0.64,10.6904,29,11.2056,1012.97,0
3.861111111,0.966666667,0.9,11.6403,278,6.1824,999.81,0
6.155555556,4.494444444,1.0,8.05,60,0.4991,1014.79,0
6.688888889,3.227777778,0.77,19.8513,320,15.1823,1025.24,0
7.622222222,5.127777778,0.71,14.0714,154,10.3523,1010.99,0
3.888888889,0.477777778,0.89,14.49,340,11.27,1016.4,0
19.0,19.0,0.85,3.6547,116,14.9569,1013.72,0
19.81111111,19.81111111,0.78,10.9641,352,11.0446,1010.02,0
10.47777778,10.47777778,0.91,8.8872,291,13.8138,1027.98,0
16.11111111,16.11111111,0.58,24.15,310,11.27,1019.5,0
34.88333333,34.6,0.3,4.8944,149,9.982,1017.11,0
25.96666667,25.96666667,0.43,8.5974,73,10.3523,1014.44,0
12.28888889,12.28888889,0.72,0.2737,0,8.05,1020.89,0
2.155555556,2.155555556,0.8,2.8497,81,4.9427,1028.18,0
-6.111111111,-6.111111111,0.88,3.22,170,4.991,1024.3,1
15.50555556,15.50555556,0.74,10.7548,163,14.9569,1011.91,0
7.616666667,7.616666667,0.83,2.0608,256,8.1305,1010.21,0
6.388888889,6.388888889,0.91,4.1377,230,9.8049,1024.25,0
1.738888889,-1.444444444,0.81,10.948,210,9.9015,1013.28,0
19.50555556,19.50555556,0.73,14.0392,75,10.3523,1010.64,0
8.905555556,7.494444444,0.83,9.177,100,4.0733,1036.9,0
22.16111111,22.16111111,0.64,14.2968,320,9.982,1016.54,0
11.11111111,11.11111111,0.93,8.05,210,1.932,1014.5,0
8.761111111,8.761111111,0.83,4.6851,350,9.982,1018.43,0
4.916666667,4.916666667,0.93,4.7978,92,2.9302,1022.09,0
23.86111111,23.86111111,0.34,9.3863,340,16.1,1017.93,0
19.87777778,19.87777778,0.54,13.4757,127,9.982,1017.26,0
6.105555556,1.416666667,0.75,31.1535,31,16.1,1023.81,0
13.33333333,13.33333333,0.83,0.0,0,16.1,1020.4,0
-1.111111111,-5.872222222,0.81,15.5526,299,9.982,1024.88,1
4.972222222,4.972222222,0.93,0.0,0,3.9284,1018.25,0
12.22222222,12.22222222,0.58,27.6276,160,15.8263,1012.5,0
8.216666667,4.738888889,0.7,24.1339,129,15.6492,1008.19,0
13.60555556,13.60555556,0.88,6.6493,337,1.288,1020.96,0
13.64444444,13.64444444,0.93,3.22,80,16.1,1019.53,0
8.816666667,6.616666667,0.83,13.9265,1,9.982,1011.66,0
22.12777778,22.12777778,0.46,17.7422,299,11.2056,1012.3,0
0.05,-4.561111111,0.97,16.2449,19,3.8157,1014.59,0
29.86111111,32.58333333,0.6,21.5418,170,9.982,1014.26,0
28.90555556,28.78333333,0.43,15.8746,242,16.1,1009.29,0
14.97222222,14.97222222,0.6,7.5509,359,16.1,1015.95,0
11.66666667,11.66666667,0.86,11.27,270,9.982,1020.1,0
17.32222222,17.32222222,0.72,13.2986,300,15.1501,1019.49,0
2.2,-0.083333333,1.0,7.8085,331,0.161,1032.73,0
23.46666667,23.46666667,0.56,7.9373,235,10.3523,1011.24,0
34.21666667,33.72777778,0.31,10.9319,263,15.8263,1011.96,0
15.38888889,15.38888889,0.87,11.2539,328,9.9015,1011.24,0
3.1,3.1,1.0,4.83,190,4.025,1028.59,0
9.427777778,9.427777778,0.87,2.5438,211,15.1823,1019.76,0
22.75,22.75,0.4,24.4881,21,9.982,1022.91,0
16.03888889,16.03888889,0.67,19.7869,150,14.9086,1015.67,0
20.5,20.5,0.96,22.7976,333,11.4471,1007.54,0
23.79444444,23.79444444,0.29,12.1716,190,9.982,1017.77,0
11.78333333,11.78333333,0.84,10.9158,130,14.9086,1013.56,0
12.75555556,12.75555556,0.77,7.6314,180,11.2056,1013.04,0
22.03333333,22.03333333,0.73,11.3344,300,11.27,1003.81,0
12.77777778,12.77777778,0.64,25.2287,289,11.27,1025.43,0
20.91111111,20.91111111,0.3,7.8085,4,10.3523,1017.23,0
13.1,13.1,0.78,9.9981,139,15.2628,1024.52,0
10.07222222,10.07222222,0.85,7.9695,2,10.2557,1016.72,0
-3.861111111,-8.511111111,0.91,12.1877,319,4.1216,1008.07,1
12.63888889,12.63888889,0.79,5.3452,4,9.9015,1027.27,0
13.40555556,13.40555556,0.74,9.7566,224,9.0482,1021.16,0
18.91666667,18.91666667,0.4,20.0606,166,10.3523,1016.95,0
2.777777778,-2.316666667,0.85,24.9711,9,14.9086,1023.62,0
7.061111111,6.016666667,0.54,6.2951,350,16.1,1029.35,0
1.594444444,-2.305555556,0.69,14.2968,9,15.8263,1025.12,0
23.62222222,23.62222222,0.7,14.3612,350,15.5526,1011.51,0
5.944444444,5.944444444,1.0,0.0,0,0.1932,1020.69,0
4.027777778,4.027777778,0.8,2.8336,163,14.9086,1013.11,0
12.19444444,12.19444444,0.74,14.4256,150,9.8049,1016.75,0
4.983333333,-0.161111111,0.59,32.4737,311,11.4471,1016.97,0
14.98888889,14.98888889,0.6,11.1895,347,11.2056,1013.6,0
1.216666667,-1.916666667,0.85,10.2879,153,8.1949,1019.7,0
17.17777778,17.17777778,0.63,12.8156,311,9.982,1019.85,0
5.016666667,1.044444444,0.8,20.5436,154,15.1501,1006.69,0
25.0,25.0,0.45,1.61,100,9.982,1020.1,0
7.3,7.3,0.93,0.0,0,14.6349,1029.23,0
14.44444444,14.44444444,0.93,6.44,230,6.118,1008.5,0
9.611111111,7.622222222,0.77,13.6528,170,16.1,1019.04,0
16.18333333,16.18333333,0.96,1.9642,276,14.9569,1016.35,0
13.26111111,13.26111111,0.78,10.5294,40,15.8263,1006.41,0
15.18333333,15.18333333,0.91,4.2504,320,9.982,1011.55,0
5.133333333,2.794444444,0.83,10.1913,213,15.5526,1011.32,0
5.155555556,2.65,0.75,11.0285,331,9.982,1023.67,0
7.344444444,4.588888889,0.88,15.4882,145,8.3559,1023.13,0
19.60555556,19.60555556,0.81,5.796,192,15.1501,1013.9,0
7.666666667,6.038888889,0.84,9.1126,118,5.9248,1027.08,0
22.82777778,22.82777778,0.66,9.5795,300,16.1,1013.4,0
1.027777778,-3.205555556,0.86,15.4077,117,14.0553,1007.88,0
25.04444444,25.04444444,0.39,20.3987,202,9.982,1010.82,0
22.03333333,22.03333333,0.6,17.4202,30,11.27,1013.37,0
12.46111111,12.46111111,0.79,13.2986,312,15.1501,1021.87,0
17.77777778,17.77777778,0.46,22.54,330,9.982,1015.0,0
11.43888889,11.43888889,0.9,6.1502,140,14.812,1020.59,0
10.53888889,10.53888889,0.77,14.4578,270,15.8263,1015.43,0
27.29444444,27.46111111,0.46,9.8854,150,10.3684,1006.6,0
22.84444444,22.84444444,0.44,17.1465,230,11.2056,1014.97,0
19.54444444,19.54444444,0.61,6.44,260,15.8263,1009.9,0
22.8,22.8,0.4,4.1377,306,10.2557,1015.61,0
13.79444444,13.79444444,0.72,21.5901,39,11.27,1018.07,0
13.12222222,13.12222222,0.79,10.6743,139,15.8263,1024.71,0
27.14444444,27.03888889,0.41,10.948,162,10.3523,1017.16,0
14.30555556,14.30555556,0.96,0.0,0,14.812,1011.63,0
12.22222222,12.22222222,0.6,10.7387,346,11.27,1013.22,0
12.22222222,12.22222222,0.86,13.8782,271,11.27,1012.3,0
18.78333333,18.78333333,0.57,13.6367,293,11.0768,1018.0,0
28.83888889,27.68888889,0.29,16.9211,20,9.982,1020.32,0
19.80555556,19.80555556,0.43,15.0857,7,11.4471,1024.01,0
25.92222222,25.92222222,0.47,5.6189,281,10.4006,1016.33,0
1.161111111,-1.35,0.85,7.9695,221,9.982,1024.0,0
12.0,12.0,0.87,13.8299,164,9.7083,1013.34,0
27.77777778,28.09444444,0.49,9.5795,190,10.0464,1011.54,0
0.0,-5.944444444,0.69,25.438,280,10.0464,1001.05,1
7.405555556,5.338888889,0.59,11.1412,230,10.948,1016.11,0
9.405555556,7.916666667,0.75,10.0786,171,10.3523,1022.87,2
15.07222222,15.07222222,0.78,24.8262,150,9.982,1016.27,0
2.316666667,-1.405555556,0.78,14.2324,21,9.982,1038.2,0
6.044444444,3.466666667,0.92,12.4292,310,7.2128,1012.76,0
7.233333333,4.683333333,0.93,13.846,322,3.6708,1008.4,0
15.06111111,15.06111111,0.88,6.3595,274,14.9569,1010.66,0
8.838888889,7.05,0.63,11.2056,349,15.8263,1013.96,0
7.244444444,7.244444444,0.86,0.2576,203,4.1216,1008.65,0
4.927777778,1.372222222,0.89,17.0821,289,16.1,1016.32,0
20.08888889,20.08888889,0.53,5.0232,32,9.982,1006.31,0
11.11111111,11.11111111,0.71,0.0,0,9.982,1018.5,0
19.6,19.6,0.8,17.3558,208,14.9569,1010.81,0
17.17777778,17.17777778,0.93,3.22,130,14.9086,1019.69,0
2.122222222,-0.544444444,0.65,9.1448,207,11.1251,1038.07,0
29.93888889,29.33888889,0.37,7.8407,76,10.3523,1016.15,0
17.49444444,17.49444444,0.58,8.694,185,15.5526,1010.13,0
